"交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名","起点側／接続区分","起点側／接続路線等／交通調査基本区間番号","起点側／接続路線等／世代管理番号（十の位）","起点側／接続路線等／路線名等","起点側／備考","終点側／接続区分","終点側／接続路線等／交通調査基本区間番号","終点側／接続路線等／世代管理番号（十の位）","終点側／接続路線等／路線名等","終点側／備考","現道旧道区分","管理区分","市区町村コード","自動車専用道路の別","区間種別","分離区間／分離区分","分離区間／交通調査基本区間番号","区間延長（ｋｍ）","高規格道路の別","一般国道指定区間","一方通行フラグ","平成２２年度／交通調査基本区間番号","交通量調査単位区間番号／都道府県指定市コード","交通量調査単位区間番号／調査単位区間番号","観測地点交通調査基本区間番号","交通量観測地点地名／市郡区町村丁字目","平成２７年度調査交通量観測・非観測の別","個別調査観測値活用の別","１２・２４時間観測の別","交通量観測年月日","昼間１２時間自動車類交通量（上下合計）／小型車（台）","昼間１２時間自動車類交通量（上下合計）／大型車（台）","昼間１２時間自動車類交通量（上下合計）／合計（台）","２４時間自動車類交通量（上下合計）／小型車（台）","２４時間自動車類交通量（上下合計）／大型車（台）","２４時間自動車類交通量（上下合計）／合計（台）","昼夜率","昼間１２時間ピーク比率（％）","昼間１２時間大型車混入率（％）","混雑度","平成２２年度／交通量調査／都道府県指定市コード","平成２２年度／交通量調査／調査単位区間番号","平成２２年度／昼間１２時間自動車類交通量（台）","平成２２年度／２４時間自動車類交通量（台）","旅行速度調査単位区間番号／都道府県指定市コード","旅行速度調査単位区間番号／調査単位区間番号","混雑時／上り／旅行速度計測・非計測の別","混雑時／上り／旅行速度（ｋｍ／ｈ）","混雑時／下り／旅行速度計測・非計測の別","混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／上り／旅行速度計測・非計測の別","昼間非混雑時／上り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／下り／旅行速度計測・非計測の別","昼間非混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）","平成２２年度／旅行速度調査／都道府県指定市コード","平成２２年度／旅行速度調査／調査単位区間番号","平成２２年度／旅行速度／混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／混雑時／下り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／下り（ｋｍ／ｈ）","道路状況調査単位区間番号／都道府県指定市コード","道路状況調査単位区間番号／調査単位区間番号","区間延長／改良済み区間率（％）","区間延長／５．５ｍ以上改良済み区間率（％）","幅員構成／道路部幅員（ｍ）","幅員構成／車道部幅員（ｍ）","幅員構成／車道幅員（ｍ）","幅員構成／中央帯幅員（ｍ）","幅員構成／歩道幅員／上り（ｍ）","幅員構成／歩道幅員／下り（ｍ）","幅員構成／自転車道幅員／上り（ｍ）","幅員構成／自転車道幅員／下り（ｍ）","幅員構成／停車帯等幅員／上り（ｍ）","幅員構成／停車帯等幅員／下り（ｍ）","車線数","交通安全施設等／歩道設置率（％）","交通安全施設等／自転車歩行者道設置率（％）","交通安全施設等／自転車道設置率（％）","交通安全施設等／自転車レーン設置率（％）","交通安全施設等／両側歩道設置率（％）","交通安全施設等／両側自転車歩行者道設置率（％）","交通安全施設等／両側自転車道設置率（％）","交通安全施設等／両側自転車レーン設置率（％）","交通安全施設等／歩道代表幅員（ｍ）","交通安全施設等／自転車道代表幅員（ｍ）","バス路線／バス路線延長率（％）","バス路線／バス優先・専用レーンの有無","交差点密度／信号交差点（箇所／ｋｍ）","交差点密度／信号のない交差点（箇所／ｋｍ）","代表信号交差点／青時間比（％）","代表信号交差点／右折専用車線の有無等","鉄道との平面交差箇所の有無","指定最高速度（ｋｍ／ｈ）","付加車線及び登坂車線設置箇所の有無／上り","付加車線及び登坂車線設置箇所の有無／下り","代表沿道状況","中央分離帯／中央分離帯の種類","中央分離帯／中央分離帯の設置状況","軌道の有無","自転車通行可能区分","異常気象時等通行規制区分","リバーシブルレーン運用の有無","アクセスコントロール","平成２２年度／道路状況調査／都道府県指定市コード","平成２２年度／道路状況調査／調査単位区間番号","交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名"
"17601450120","0","0",6,145,"一般県道串加賀線",1,"17601450050","0","一般県道串加賀線","",1,"17400390060","0","主要地方道山中伊切線","",1,2,17206,0,0,0,"",".5",0,0,0,"17601450120",17000,60450,"17601450040","加賀市中島町",1,0,1,20151006,5190,839,6029,6589,1550,8139,"1.35","14.9","13.9",".88",17000,60460,6162,7703,17000,60730,1,"29.2",1,"42.2",1,"36.6",1,"44.3","32.7","43.4",17000,60460,41.1,41.1,41.1,41.1,17000,60550,100.0,100.0,18.00,13.00,"7.50","2.75",2.50,2.50,.00,.00,.00,.00,2,53.8,.0,.0,.0,15.4,.0,.0,.0,3.50,.00,.0,3,1.5,2.7,,,2,50,2,2,4,8,,4,2,1,2,4,17000,60560,"17601450120","0","0",6,145,"一般県道串加賀線"
"17601460010","0","0",6,146,"一般県道金沢停車場南線",8,"","","","",1,"17400170070","0","主要地方道金沢港線","",1,2,17201,0,0,0,"",".4",0,0,0,"17601460010",17000,60480,"17601460020","金沢市三社町",1,0,1,20151006,25145,759,25904,31130,3063,34193,"1.32","20.2","2.9","2.53",17000,60490,24594,31480,17000,60740,1,"10.4",1,"9.0",1,"14.5",1,"11.8","12.7","10.2",17000,60490,15.6,17.3,21.9,21.0,17000,60580,100.0,100.0,20.75,13.00,"12.00",".00",3.75,4.00,.00,.00,.00,.00,4,95.7,95.7,.0,.0,91.3,91.3,.0,.0,3.50,.00,100.0,3,5.2,10.0,66,1,2,40,2,2,1,8,,4,1,1,2,4,17000,60590,"17601460010","0","0",6,146,"一般県道金沢停車場南線"
"17601460020","0","0",6,146,"一般県道金沢停車場南線",1,"17400170070","0","主要地方道金沢港線","",1,"17800180010","0","市道長土塀大豆田線","",1,2,17201,0,0,0,"",".9",0,0,0,"17601460020",17000,60480,"17601460020","金沢市三社町",1,0,1,20151006,25145,759,25904,31130,3063,34193,"1.32","20.2","2.9","2.53",17000,60490,24594,31480,17000,60750,1,"10.8",1,"17.5",1,"17.2",1,"21.0","14.3","19.0",17000,60490,15.6,17.3,21.9,21.0,17000,60580,100.0,100.0,20.75,13.00,"12.00",".00",3.75,4.00,.00,.00,.00,.00,4,95.7,95.7,.0,.0,91.3,91.3,.0,.0,3.50,.00,100.0,3,5.2,10.0,66,1,2,40,2,2,1,8,,4,1,1,2,4,17000,60590,"17601460020","0","0",6,146,"一般県道金沢停車場南線"
"17601460030","0","0",6,146,"一般県道金沢停車場南線",1,"17800180010","0","市道長土塀大豆田線","",1,"17400250010","0","主要地方道金沢美川小松線","",1,2,17201,0,0,0,"","1.0",0,0,0,"17601460030",17000,60480,"17601460020","金沢市三社町",1,0,1,20151006,25145,759,25904,31130,3063,34193,"1.32","20.2","2.9","2.53",17000,60490,24594,31480,17000,60760,1,"15.6",1,"18.8",1,"25.2",1,"24.7","20.7","21.3",17000,60490,15.6,17.3,21.9,21.0,17000,60580,100.0,100.0,20.75,13.00,"12.00",".00",3.75,4.00,.00,.00,.00,.00,4,95.7,95.7,.0,.0,91.3,91.3,.0,.0,3.50,.00,100.0,3,5.2,10.0,66,1,2,40,2,2,1,8,,4,1,1,2,4,17000,60590,"17601460030","0","0",6,146,"一般県道金沢停車場南線"
"17601460040","0","0",6,146,"一般県道金沢停車場南線",1,"17400250010","0","主要地方道金沢美川小松線","",1,"17601950130","0","一般県道倉部金沢線","",1,2,17201,0,0,0,"",".9",0,0,0,"17601460040",17000,60490,"17601460040","金沢市泉本町７丁目",1,0,1,20151006,27134,1094,28228,33818,3443,37261,"1.32","9.8","3.9","1.25",17000,60500,28744,36792,17000,60770,1,"12.5",1,"14.0",1,"17.8",1,"21.3","15.5","17.9",17000,60500,16.4,15.8,24.2,24.4,17000,60590,100.0,100.0,20.00,13.00,"12.00",".00",3.50,3.50,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.50,.00,100.0,3,3.9,8.3,56,1,1,50,2,2,1,8,,4,1,1,2,4,17000,60600,"17601460040","0","0",6,146,"一般県道金沢停車場南線"
"17601460050","0","0",6,146,"一般県道金沢停車場南線",1,"17601950130","0","一般県道倉部金沢線","",1,"17301570050","0","一般国道１５７号","",1,2,17201,0,0,0,"",".9",0,0,0,"17601460050",17000,60490,"17601460040","金沢市泉本町７丁目",1,0,1,20151006,27134,1094,28228,33818,3443,37261,"1.32","9.8","3.9","1.25",17000,60500,28744,36792,17000,60770,1,"18.8",1,"15.6",1,"24.7",1,"24.6","22.2","20.3",17000,60500,16.4,15.8,24.2,24.4,17000,60590,100.0,100.0,20.00,13.00,"12.00",".00",3.50,3.50,.00,.00,.00,.00,4,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.50,.00,100.0,3,3.9,8.3,56,1,1,50,2,2,1,8,,4,1,1,2,4,17000,60600,"17601460050","0","0",6,146,"一般県道金沢停車場南線"
"17601470030","0","1",6,147,"一般県道片山津山代線",1,"17400390100","0","主要地方道山中伊切線","",1,"17602920010","0","一般県道加賀温泉停車場線","",1,2,17206,0,0,0,"",".7",0,0,0,"17601470030",17000,60500,"17601470080","加賀市加茂町",1,0,1,20151006,8152,532,8684,10187,1450,11637,"1.34","9.3","6.1",".65",17000,60510,8951,11189,17000,60780,1,"24.8",1,"16.7",1,"25.9",1,"22.4","25.5","20.2",17000,60510,32.6,27.8,32.8,28.3,17000,60600,100.0,100.0,12.75,8.75,"6.50",".00",2.75,1.25,.00,.00,.00,.00,2,100.0,100.0,.0,.0,28.6,.0,.0,.0,2.50,.00,100.0,3,1.4,11.4,,,2,50,2,2,4,8,,4,1,1,2,4,17000,60620,"17601470030","0","1",6,147,"一般県道片山津山代線"
"17601470035","0","0",6,147,"一般県道片山津山代線",1,"17602920010","0","一般県道加賀温泉停車場線","",2,"17601470040","1","一般県道片山津山代線","",1,2,17206,0,0,0,"",".7",0,0,0,"17601470040",17000,60500,"17601470080","加賀市加茂町",1,0,1,20151006,8152,532,8684,10187,1450,11637,"1.34","9.3","6.1",".65",17000,60510,8951,11189,17000,60790,1,"23.0",1,"24.4",1,"24.7",1,"26.4","24.1","25.7",17000,60510,32.6,27.8,32.8,28.3,17000,60610,100.0,100.0,12.75,8.75,"6.50",".00",2.75,1.25,.00,.00,.00,.00,2,100.0,100.0,.0,.0,28.6,.0,.0,.0,2.50,.00,100.0,3,1.4,8.6,,,2,50,2,2,4,8,,4,1,1,2,4,17000,60620,"17601470035","0","0",6,147,"一般県道片山津山代線"
"17601470080","0","0",6,147,"一般県道片山津山代線",2,"17601470040","1","一般県道片山津山代線","",1,"17300080665","0","一般国道８号","",1,2,17206,0,0,0,"",".6",0,0,0,"",17000,60500,"17601470080","加賀市加茂町",1,0,1,20151006,8152,532,8684,10187,1450,11637,"1.34","9.3","6.1",".70",,,,,17000,60840,1,"36.3",1,"24.1",1,"23.9",1,"23.9","27.2","24.0",,,,,,,17000,60650,33.3,33.3,15.50,8.50,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,33.3,33.3,.0,.0,33.3,33.3,.0,.0,3.50,.00,.0,3,1.7,3.3,,,2,40,2,2,4,8,,4,1,1,2,4,,,"17601470080","0","0",6,147,"一般県道片山津山代線"
"17601470070","0","0",6,147,"一般県道片山津山代線",1,"17300080665","0","一般国道８号","",1,"17601470045","0","一般県道片山津山代線","",1,2,17206,0,0,0,"",".7",0,0,0,"",17000,60510,"17601470050","加賀市山代温泉",1,0,1,20151006,6439,224,6663,8002,926,8928,"1.34","11.6","3.4",".72",,,,,17000,60830,1,"16.4",1,"11.2",1,"12.9",1,"9.4","13.9","9.9",,,,,,,17000,60640,100.0,100.0,15.50,8.50,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.50,.00,.0,3,1.4,32.9,,,2,40,2,2,4,8,,4,1,1,2,4,,,"17601470070","0","0",6,147,"一般県道片山津山代線"
"17601470050","1","0",6,147,"一般県道片山津山代線",1,"17601470045","0","一般県道片山津山代線","",1,"17400110150","0","主要地方道小松山中線","",1,2,17206,0,0,0,"","1.0",0,0,0,"17601470050",17000,60510,"17601470050","加賀市山代温泉",1,0,1,20151006,6439,224,6663,8002,926,8928,"1.34","11.6","3.4",".78",17000,60520,7594,9493,17000,60820,1,"25.6",1,"24.5",1,"25.8",1,"26.3","25.7","25.7",17000,60520,25.7,28.8,24.7,29.7,17000,60630,100.0,88.9,15.25,8.75,"6.00",".00",3.25,3.25,.00,.00,.00,.00,2,88.9,88.9,.0,.0,88.9,88.9,.0,.0,3.25,.00,100.0,3,2.8,10.0,,,2,40,2,2,4,8,,4,1,1,2,4,17000,60630,"17601470050","1","0",6,147,"一般県道片山津山代線"
"17601470040","1","0",6,147,"一般県道片山津山代線",1,"17601470035","0","一般県道片山津山代線","",1,"17300080660","0","一般国道８号","",2,2,17206,0,0,0,"",".6",0,0,0,"17601470040",17000,60500,"17601470080","加賀市加茂町",1,0,1,20151006,8152,532,8684,10187,1450,11637,"1.34","9.3","6.1",".65",17000,60510,8951,11189,17000,60800,1,"36.3",1,"24.1",1,"23.9",1,"23.9","27.2","24.0",17000,60510,32.6,27.8,32.8,28.3,17000,60620,100.0,100.0,12.75,8.75,"6.50",".00",2.75,1.25,.00,.00,.00,.00,2,83.3,83.3,.0,.0,33.3,.0,.0,.0,2.50,.00,100.0,3,1.7,20.0,,,2,50,2,2,4,8,,4,1,1,2,4,17000,60620,"17601470040","1","0",6,147,"一般県道片山津山代線"
"17601470045","0","0",6,147,"一般県道片山津山代線",1,"17300080660","0","一般国道８号","",2,"17601470050","1","一般県道片山津山代線","",2,2,17206,0,0,0,"",".8",0,0,0,"17601470050",17000,60500,"17601470080","加賀市加茂町",1,0,1,20151006,8152,532,8684,10187,1450,11637,"1.34","9.3","6.1",".74",17000,60520,7594,9493,17000,60810,1,"25.9",1,"27.1",1,"23.9",1,"24.4","24.6","25.2",17000,60520,25.7,28.8,24.7,29.7,17000,60630,100.0,88.9,15.25,8.75,"6.00",".00",3.25,3.25,.00,.00,.00,.00,2,88.9,88.9,.0,.0,88.9,88.9,.0,.0,3.25,.00,100.0,3,2.8,10.0,,,2,40,2,2,4,8,,4,1,1,2,4,17000,60630,"17601470045","0","0",6,147,"一般県道片山津山代線"
"17601480010","0","0",6,148,"一般県道小塩潮津線",4,"17400190010","0","一般県道橋立港線","",1,"17400200050","0","主要地方道小松加賀線","",1,2,17206,0,0,0,"","2.5",0,0,0,"17601480010",17000,60520,"17601480010","加賀市潮津町",1,0,1,20151006,1201,54,1255,1396,110,1506,"1.20","12.4","4.3",".17",17000,60530,1556,1945,17000,60850,1,"43.5",1,"39.5",1,"37.0",1,"41.2","38.9","40.5",17000,60530,40.2,40.2,40.2,40.2,17000,60660,100.0,67.4,8.00,8.00,"5.75",".00",.00,.00,.00,.00,.00,.00,2,17.4,.0,.0,.0,2.2,.0,.0,.0,3.50,.00,100.0,3,.0,11.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,60640,"17601480010","0","0",6,148,"一般県道小塩潮津線"
"17601480020","0","0",6,148,"一般県道小塩潮津線",1,"17400200050","0","主要地方道小松加賀線","",1,"17400390110","0","主要地方道山中伊切線","",1,2,17206,0,0,0,"","2.1",0,0,0,"17601480020",17000,60520,"17601480010","加賀市潮津町",1,0,1,20151006,1201,54,1255,1396,110,1506,"1.20","12.4","4.3",".17",17000,60530,1556,1945,17000,60860,1,"40.1",1,"38.1",1,"41.9",1,"40.1","41.3","39.3",17000,60530,40.2,40.2,40.2,40.2,17000,60660,100.0,67.4,8.00,8.00,"5.75",".00",.00,.00,.00,.00,.00,.00,2,17.4,.0,.0,.0,2.2,.0,.0,.0,3.50,.00,100.0,3,.0,11.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,60640,"17601480020","0","0",6,148,"一般県道小塩潮津線"
"17601490010","0","0",6,149,"一般県道潮津串線",1,"17400390130","0","主要地方道山中伊切線","",2,"17601070010","0","一般県道新保矢田野線","",1,2,17206,0,0,0,"","1.6",0,0,0,"17601490010",17000,60530,"","",2,0,0,,3659,366,4025,4503,730,5233,"1.30","12.3","9.1",".68",17000,60540,3820,4775,17000,60870,1,"41.5",1,"43.0",1,"41.0",1,"44.0","41.2","43.6",17000,60540,37.1,37.1,37.1,37.1,17000,60670,100.0,88.5,16.75,8.75,"6.50",".00",3.50,4.50,.00,.00,.00,.00,2,26.9,.0,.0,.0,7.7,.0,.0,.0,3.50,.00,.0,3,.8,8.5,,,2,50,2,2,3,8,,4,2,1,2,4,17000,60650,"17601490010","0","0",6,149,"一般県道潮津串線"
"17601490020","0","0",6,149,"一般県道潮津串線",2,"17601070010","0","一般県道新保矢田野線","",6,"","","加賀市・小松市境","",1,2,17206,0,0,0,"","1.0",0,0,0,"17601490020",17000,60530,"","",2,0,0,,3659,366,4025,4503,730,5233,"1.30","12.3","9.1",".68",17000,60540,3820,4775,17000,60870,1,"42.2",1,"37.7",1,"40.2",1,"44.6","41.0","41.3",17000,60540,37.1,37.1,37.1,37.1,17000,60670,100.0,88.5,16.75,8.75,"6.50",".00",3.50,4.50,.00,.00,.00,.00,2,26.9,.0,.0,.0,7.7,.0,.0,.0,3.50,.00,.0,3,.8,8.5,,,2,50,2,2,3,8,,4,2,1,2,4,17000,60650,"17601490020","0","0",6,149,"一般県道潮津串線"
"17601490030","0","0",6,149,"一般県道潮津串線",6,"","","加賀市・小松市境","",2,"17601580010","0","一般県道日末村松線","",1,2,17203,0,0,0,"","1.5",0,0,0,"17601490030",17000,60530,"","",2,0,0,,3659,366,4025,4503,730,5233,"1.30","12.3","9.1",".72",17000,60540,3820,4775,17000,60870,1,"52.9",1,"47.1",1,"54.0",1,"51.6","53.6","49.5",17000,60540,37.1,37.1,37.1,37.1,17000,60680,100.0,89.7,10.50,8.00,"6.25",".00",.00,2.50,.00,.00,.00,.00,2,82.8,.0,.0,.0,.0,.0,.0,.0,2.50,.00,20.7,3,1.4,4.8,,,2,50,2,2,3,8,,4,2,1,2,4,17000,60660,"17601490030","0","0",6,149,"一般県道潮津串線"
"17601490040","0","0",6,149,"一般県道潮津串線",2,"17601580010","0","一般県道日末村松線","",1,"17601450010","0","一般県道串加賀線","",1,2,17203,0,0,0,"","1.4",0,0,0,"17601490040",17000,60530,"","",2,0,0,,3659,366,4025,4503,730,5233,"1.30","12.3","9.1",".72",17000,60540,3820,4775,17000,60870,1,"49.2",1,"46.4",1,"44.9",1,"49.3","46.5","48.0",17000,60540,37.1,37.1,37.1,37.1,17000,60680,100.0,89.7,10.50,8.00,"6.25",".00",.00,2.50,.00,.00,.00,.00,2,82.8,.0,.0,.0,.0,.0,.0,.0,2.50,.00,20.7,3,1.4,4.8,,,2,50,2,2,3,8,,4,2,1,2,4,17000,60660,"17601490040","0","0",6,149,"一般県道潮津串線"
"17601500010","0","0",6,150,"一般県道動橋山代線",1,"17400390080","0","主要地方道山中伊切線","",1,"17300080640","0","一般国道８号","",1,2,17206,0,0,0,"","1.5",0,0,0,"17601500010",17000,60540,"","",2,0,0,,1968,135,2103,2324,221,2545,"1.21","9.5","6.4",".18",17000,60550,2092,2615,17000,60880,1,"32.5",1,"30.3",1,"32.6",1,"30.3","32.6","30.3",17000,60550,34.9,34.1,34.1,33.4,17000,60690,100.0,73.3,13.00,8.00,"6.50",".00",3.00,2.00,.00,.00,.00,.00,2,53.3,.0,.0,.0,6.7,.0,.0,.0,2.00,.00,73.3,3,1.3,12.0,,,2,40,2,2,4,8,,4,2,1,2,4,17000,60670,"17601500010","0","0",6,150,"一般県道動橋山代線"
"17601500030","0","0",6,150,"一般県道動橋山代線",1,"17300080650","0","一般国道８号","",1,"17400110140","0","主要地方道小松山中線","",1,2,17206,0,0,0,"","1.9",0,0,0,"17601500030",17000,60540,"","",2,0,0,,1968,135,2103,2324,221,2545,"1.21","9.5","6.4",".19",17000,60550,2092,2615,17000,60890,1,"32.4",1,"34.6",1,"33.5",1,"36.5","33.1","35.8",17000,60550,34.9,34.1,34.1,33.4,17000,60700,100.0,100.0,10.00,7.75,"6.75",".00",2.25,.00,.00,.00,.00,.00,2,68.4,.0,.0,.0,.0,.0,.0,.0,2.00,.00,100.0,3,1.1,8.4,,,2,40,2,2,4,8,,4,2,1,2,4,17000,60680,"17601500030","0","0",6,150,"一般県道動橋山代線"
"17601510010","1","0",6,151,"一般県道水田丸黒瀬線",2,"17400390180","0","主要地方道山中伊切線","",1,"17400110130","0","主要地方道小松山中線","",1,2,17206,0,0,0,"","1.9",0,0,0,"17601510010",17000,60550,"17601510010","加賀市小坂町",1,0,1,20151006,1112,12,1124,1277,61,1338,"1.19","10.9","1.1",".14",17000,60560,1420,1775,17000,60900,1,"44.6",1,"40.9",1,"47.2",1,"43.5","46.1","42.5",17000,60560,45.6,41.5,52.0,47.9,17000,60710,100.0,100.0,14.50,8.25,"5.75",".00",3.00,3.25,.00,.00,.00,.00,2,94.7,94.7,.0,.0,21.1,.0,.0,.0,3.50,.00,78.9,3,.0,13.2,,,2,40,2,2,4,8,,4,1,1,2,4,17000,60690,"17601510010","1","0",6,151,"一般県道水田丸黒瀬線"
"17601510030","0","0",6,151,"一般県道水田丸黒瀬線",1,"17400110160","0","主要地方道小松山中線","",1,"17303640050","0","一般国道３６４号","",1,2,17206,0,0,0,"","1.3",0,0,0,"17601510030",17000,60560,"17601510030","加賀市保賀町",1,0,1,20151006,6572,464,7036,8213,1215,9428,"1.34","11.3","6.6",".93",17000,60570,7347,9184,17000,60910,1,"23.5",1,"25.1",1,"24.5",1,"26.6","24.1","26.0",17000,60570,25.2,25.1,25.3,28.0,17000,60720,100.0,30.8,8.25,6.50,"6.00",".00",1.75,.00,.00,.00,.00,.00,2,84.6,84.6,.0,.0,15.4,15.4,.0,.0,1.75,.00,100.0,3,2.3,8.5,,,2,40,2,2,4,8,,4,1,1,2,4,17000,60700,"17601510030","0","0",6,151,"一般県道水田丸黒瀬線"
"17601530010","0","0",6,153,"一般県道我谷今立塔尾線",1,"17303640010","0","一般国道３６４号","",1,"17400390010","0","主要地方道山中伊切線","",1,2,17206,0,0,0,"","21.0",0,0,0,"17601530010",17000,60570,"17601530010","加賀市山中温泉上野町（枯渕町）",1,0,1,20151006,123,25,148,157,38,195,"1.32","15.5","16.9",".03",17000,60580,145,187,17000,60920,3,"39.4",3,"39.4",3,"39.4",3,"39.4","39.4","39.4",17000,60580,39.4,39.4,39.4,39.4,17000,60730,82.9,62.9,7.25,7.25,"5.50",".00",.00,.00,.00,.00,.00,.00,2,1.4,.0,.0,.0,1.4,.0,.0,.0,1.00,.00,15.7,3,.0,1.4,,,2,40,2,2,5,8,,4,2,6,2,3,17000,60710,"17601530010","0","0",6,153,"一般県道我谷今立塔尾線"
"17601540010","0","1",6,154,"一般県道滝ヶ原栄谷線",4,"17400430070","0","主要地方道丸山加賀線","",6,"","","小松市・加賀市境","",1,2,17203,0,0,0,"",".7",0,0,0,"17601540010",17000,60580,"","",2,0,0,,36,2,38,45,5,50,"1.32","24.4","4.9",".02",17000,60590,36,46,17000,60930,2,"39.3",2,"37.5",1,"39.3",1,"37.5","39.3","37.5",17000,60590,31.1,31.1,31.1,31.1,17000,60740,100.0,42.9,6.25,6.25,"5.25",".00",.00,.00,.00,.00,.00,.00,1,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,.0,3,.0,7.1,,,2,30,2,2,5,8,,4,2,1,2,4,17000,60720,"17601540010","0","1",6,154,"一般県道滝ヶ原栄谷線"
"17601540020","0","0",6,154,"一般県道滝ヶ原栄谷線",6,"","","小松市・加賀市境","",1,"17400110100","0","主要地方道小松山中線","",1,2,17206,0,0,0,"","1.6",0,0,0,"17601540020",17000,60580,"","",2,0,0,,36,2,38,45,5,50,"1.32","24.4","4.9",".02",17000,60590,36,46,17000,60930,2,"35.9",2,"35.9",1,"35.9",2,"35.9","35.9","35.9",17000,60590,31.1,31.1,31.1,31.1,17000,60750,93.8,12.5,10.75,6.50,"5.00",".00",4.25,.00,.00,.00,.00,.00,1,6.3,.0,.0,.0,.0,.0,.0,.0,4.25,.00,.0,3,.0,6.3,,,2,30,2,2,5,8,,4,2,1,2,4,17000,60730,"17601540020","0","0",6,154,"一般県道滝ヶ原栄谷線"
"17601560010","0","0",6,156,"一般県道高塚粟津線",4,"17601450100","0","一般県道串加賀線","",6,"","","加賀市・小松市境","",1,2,17206,0,0,0,"","1.0",0,0,0,"17601560010",17000,60590,"","",2,0,0,,1155,210,1365,1355,269,1624,"1.19","12.6","15.4",".19",17000,60600,1396,1801,17000,60940,3,"34.8",3,"34.8",3,"34.8",3,"34.8","34.8","34.8",17000,60600,34.8,34.8,34.8,34.8,17000,60760,100.0,70.0,6.50,6.50,"5.50",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,.0,3,.0,17.0,,,2,30,2,2,4,8,,4,2,1,2,4,17000,60740,"17601560010","0","0",6,156,"一般県道高塚粟津線"
"17601560020","0","0",6,156,"一般県道高塚粟津線",6,"","","加賀市・小松市境","",1,"17303050110","0","一般国道３０５号","",1,2,17203,0,0,0,"",".6",0,0,0,"17601560020",17000,60590,"","",2,0,0,,1155,210,1365,1355,269,1624,"1.19","12.6","15.4",".17",17000,60600,1396,1801,17000,60940,1,"42.6",1,"23.1",1,"38.3",1,"31.4","40.0","27.4",17000,60600,34.8,34.8,34.8,34.8,17000,60770,100.0,100.0,10.00,7.50,"6.25",".00",.00,2.50,.00,.00,.00,.00,2,16.7,.0,.0,.0,.0,.0,.0,.0,2.50,.00,.0,3,.0,15.0,,,2,30,2,2,4,8,,4,2,1,2,4,17000,60750,"17601560020","0","0",6,156,"一般県道高塚粟津線"
"17601560040","0","0",6,156,"一般県道高塚粟津線",8,"","","","",1,"17303050100","0","一般国道３０５号","",1,2,17203,0,0,0,"",".5",0,0,0,"17601560040",17000,60590,"","",2,0,0,,1155,210,1365,1355,269,1624,"1.19","12.6","15.4",".16",17000,60600,1396,1801,17000,60950,1,"43.0",1,"28.1",1,"48.4",1,"24.9","46.0","26.1",17000,60600,34.8,34.8,34.8,34.8,17000,60780,100.0,100.0,27.50,15.50,"8.00",".00",.00,4.00,.00,.00,.00,.00,2,100.0,100.0,.0,.0,.0,.0,.0,.0,4.25,.00,.0,3,.0,22.0,,,2,50,2,2,4,8,,4,1,1,2,4,17000,60760,"17601560040","0","0",6,156,"一般県道高塚粟津線"
"17601560050","0","0",6,156,"一般県道高塚粟津線",1,"17303050100","0","一般国道３０５号","",1,"17300080590","0","一般国道８号","",1,2,17203,0,0,0,"",".9",0,0,0,"17601560050",17000,60590,"","",2,0,0,,1155,210,1365,1355,269,1624,"1.19","12.6","15.4",".17",17000,60600,1396,1801,17000,60950,1,"28.1",1,"25.3",1,"29.1",1,"28.5","28.7","27.1",17000,60600,34.8,34.8,34.8,34.8,17000,60790,82.8,79.3,16.50,9.25,"7.00",".00",4.00,3.25,.00,.00,.00,.00,2,48.3,.0,.0,.0,31.0,.0,.0,.0,3.50,.00,.0,3,2.1,8.6,,,2,50,2,2,5,8,,4,2,1,2,4,17000,60770,"17601560050","0","0",6,156,"一般県道高塚粟津線"
